accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,activity
0.6530762,-0.39434814,0.6871948,6.671875,1.828125,2.796875,Lying down right Laughing
0.6779785,-0.38702393,0.6688843,7.96875,2.484375,5.265625,Lying down right Laughing
0.68310547,-0.39605713,0.68255615,3.015625,4.515625,5.984375,Lying down right Laughing
0.68847656,-0.35650635,0.56707764,5.3125,2.984375,7.859375,Lying down right Laughing
0.69140625,-0.41900635,0.64471436,2.203125,6.25,5.6875,Lying down right Laughing
0.62524414,-0.3633423,0.6691284,0.453125,0.15625,-0.484375,Lying down right Laughing
0.60595703,-0.36505127,0.6600952,2.59375,1.453125,2.625,Lying down right Laughing
0.6452637,-0.44024658,0.6220093,3.25,5.5625,5.109375,Lying down right Laughing
0.6459961,-0.41656494,0.6132202,7.359375,-0.859375,2.546875,Lying down right Laughing
0.6875,-0.39727783,0.58636475,4.0625,0.28125,2.96875,Lying down right Laughing
0.7524414,-0.4163208,0.66204834,4.640625,3.3125,2.03125,Lying down right Laughing
0.69189453,-0.36090088,0.6791382,6.546875,1.171875,1.671875,Lying down right Laughing
0.73461914,-0.364563,0.5968628,-6.796875,-2.40625,3.09375,Lying down right Laughing
0.6777344,-0.41534424,0.59002686,1.578125,3.546875,2.421875,Lying down right Laughing
0.6879883,-0.42193604,0.6132202,7.984375,-1.171875,-1.578125,Lying down right Laughing
0.6921387,-0.44000244,0.6100464,1.625,-5.390625,-1.984375,Lying down right Laughing
0.6628418,-0.33380127,0.61712646,3.84375,-1.359375,-0.71875,Lying down right Laughing
0.74902344,-0.41827393,0.6012573,0.28125,-5.40625,-0.15625,Lying down right Laughing
0.6850586,-0.43048096,0.60272217,-1.859375,2.171875,2.984375,Lying down right Laughing
0.70947266,-0.4043579,0.64959717,4.078125,0.171875,3.03125,Lying down right Laughing
0.6867676,-0.41973877,0.65301514,8.59375,0.875,3.75,Lying down right Laughing
0.65722656,-0.38653564,0.64398193,3.875,1.15625,2.453125,Lying down right Laughing
0.67944336,-0.41705322,0.60369873,-4.265625,3.84375,2.4375,Lying down right Laughing
0.66748047,-0.40924072,0.5844116,-3.0,3.421875,2.09375,Lying down right Laughing
0.71606445,-0.4319458,0.5961304,0.796875,-0.84375,-0.78125,Lying down right Laughing
0.7434082,-0.40386963,0.56536865,-2.921875,-1.734375,-5.359375,Lying down right Laughing
0.717041,-0.31451416,0.5968628,-1.875,-0.125,-2.703125,Lying down right Laughing
0.74560547,-0.42633057,0.60687256,-0.484375,-1.15625,1.734375,Lying down right Laughing
0.71118164,-0.4133911,0.5651245,3.34375,-0.921875,2.671875,Lying down right Laughing
0.6970215,-0.4199829,0.576355,5.0625,0.59375,3.703125,Lying down right Laughing
0.72924805,-0.3862915,0.6034546,1.5,-4.703125,0.234375,Lying down right Laughing
0.6496582,-0.38238525,0.6005249,1.0625,-4.296875,-1.6875,Lying down right Laughing
0.64990234,-0.46099854,0.6676636,0.1875,-1.796875,-0.515625,Lying down right Laughing
0.60131836,-0.45758057,0.62664795,-4.390625,-0.671875,-2.609375,Lying down right Laughing
0.6977539,-0.4277954,0.6107788,-18.25,-5.359375,-4.15625,Lying down right Laughing
0.74902344,-0.37042236,0.6425171,-12.71875,1.734375,-6.03125,Lying down right Laughing
0.7546387,-0.4036255,0.6539917,-7.078125,-4.359375,-10.546875,Lying down right Laughing
0.6906738,-0.39019775,0.6264038,-18.875,-1.796875,-6.78125,Lying down right Laughing
0.6435547,-0.36114502,0.6400757,-19.5,1.8125,-2.171875,Lying down right Laughing
0.6303711,-0.35723877,0.66326904,-12.875,-4.328125,-3.84375,Lying down right Laughing
0.65234375,-0.3555298,0.6486206,-5.046875,-4.4375,-5.046875,Lying down right Laughing
0.64941406,-0.36016846,0.64959717,2.609375,-3.203125,-2.640625,Lying down right Laughing
0.65893555,-0.33966064,0.67474365,4.46875,-2.296875,0.546875,Lying down right Laughing
0.6689453,-0.34454346,0.6930542,6.234375,-0.921875,2.390625,Lying down right Laughing
0.6574707,-0.37701416,0.6654663,13.625,-3.8125,2.546875,Lying down right Laughing
0.6555176,-0.45196533,0.62542725,6.734375,-5.078125,3.0625,Lying down right Laughing
0.71313477,-0.4414673,0.68743896,9.828125,4.484375,5.4375,Lying down right Laughing
0.66430664,-0.39215088,0.6273804,13.5,9.421875,9.59375,Lying down right Laughing
0.6477051,-0.395813,0.6469116,6.71875,2.859375,5.6875,Lying down right Laughing
0.64501953,-0.36553955,0.6359253,-3.5,-1.109375,1.234375,Lying down right Laughing
0.6418457,-0.3484497,0.64349365,-8.140625,4.796875,2.84375,Lying down right Laughing
0.6335449,-0.4109497,0.62249756,-2.96875,1.859375,1.890625,Lying down right Laughing
0.70996094,-0.42926025,0.59906006,-1.5,-5.3125,-2.015625,Lying down right Laughing
0.7097168,-0.40582275,0.64178467,0.484375,-0.1875,-2.890625,Lying down right Laughing
0.70092773,-0.3352661,0.58636475,4.078125,4.671875,1.859375,Lying down right Laughing
0.70581055,-0.3633423,0.70184326,-0.375,3.765625,4.4375,Lying down right Laughing
0.64282227,-0.30792236,0.65618896,-2.75,6.25,6.59375,Lying down right Laughing
0.69555664,-0.40460205,0.59954834,1.953125,-2.078125,4.859375,Lying down right Laughing
0.748291,-0.46051025,0.5963745,0.21875,1.640625,-0.140625,Lying down right Laughing
0.6791992,-0.4343872,0.59783936,1.40625,-0.015625,-4.25,Lying down right Laughing
0.6796875,-0.33184814,0.59661865,5.4375,-1.109375,-0.71875,Lying down right Laughing
0.6791992,-0.3045044,0.6412964,8.703125,4.1875,5.09375,Lying down right Laughing
0.71435547,-0.28692627,0.60809326,-0.046875,-3.828125,2.875,Lying down right Laughing
0.8249512,-0.47247314,0.60980225,-3.3125,-3.703125,2.921875,Lying down right Laughing
0.7055664,-0.50909424,0.5619507,3.46875,6.625,-0.125,Lying down right Laughing
0.6850586,-0.42974854,0.5961304,9.875,-1.8125,-1.28125,Lying down right Laughing
0.6711426,-0.29815674,0.58929443,19.703125,-5.03125,0.046875,Lying down right Laughing
0.6789551,-0.26983643,0.62323,11.390625,-1.140625,3.046875,Lying down right Laughing
0.76953125,-0.39630127,0.60565186,-5.609375,-5.109375,4.484375,Lying down right Laughing
0.68408203,-0.49371338,0.5765991,-1.796875,1.8125,1.234375,Lying down right Laughing
0.67749023,-0.52545166,0.61883545,0.265625,-1.65625,-2.984375,Lying down right Laughing
0.68725586,-0.40948486,0.58709717,3.0,-3.015625,-5.96875,Lying down right Laughing
0.7265625,-0.3460083,0.6095581,-5.046875,0.171875,-0.390625,Lying down right Laughing
0.73657227,-0.32232666,0.6112671,-6.328125,0.546875,2.671875,Lying down right Laughing
0.67285156,-0.38848877,0.6054077,-2.125,0.890625,2.984375,Lying down right Laughing
0.6765137,-0.43829346,0.60321045,0.15625,0.8125,0.703125,Lying down right Laughing
0.69873047,-0.44586182,0.59832764,-5.78125,-0.28125,-3.546875,Lying down right Laughing
0.69628906,-0.38458252,0.57073975,-5.625,-2.359375,-4.078125,Lying down right Laughing
0.6567383,-0.35186768,0.6149292,-7.796875,-0.84375,-4.921875,Lying down right Laughing
0.7541504,-0.40142822,0.70721436,-12.5625,-7.234375,-7.5,Lying down right Laughing
0.75512695,-0.44171143,0.651062,-10.6875,-11.390625,-8.203125,Lying down right Laughing
0.6879883,-0.4319458,0.60272217,-12.5,-7.125,-8.4375,Lying down right Laughing
0.6491699,-0.38189697,0.67108154,-14.28125,-3.453125,-5.90625,Lying down right Laughing
0.6323242,-0.35186768,0.6625366,-12.140625,-2.359375,-3.265625,Lying down right Laughing
0.61987305,-0.32232666,0.65789795,-10.578125,-2.078125,-3.40625,Lying down right Laughing
0.6218262,-0.3201294,0.6918335,-1.046875,-0.515625,-3.21875,Lying down right Laughing
0.6303711,-0.3579712,0.68743896,11.21875,-1.96875,-2.609375,Lying down right Laughing
0.6604004,-0.3796997,0.71014404,14.6875,4.140625,0.640625,Lying down right Laughing
0.6687012,-0.44122314,0.63275146,8.1875,0.15625,4.703125,Lying down right Laughing
0.63183594,-0.4282837,0.6491089,-5.0625,-8.640625,1.25,Lying down right Laughing
0.66796875,-0.38824463,0.6630249,4.734375,0.59375,1.609375,Lying down right Laughing
0.69018555,-0.4216919,0.68255615,11.125,8.71875,6.703125,Lying down right Laughing
0.66259766,-0.40704346,0.6329956,4.84375,5.4375,9.515625,Lying down right Laughing
0.64160156,-0.39385986,0.6466675,-0.484375,7.65625,9.234375,Lying down right Laughing
0.64331055,-0.3616333,0.651062,-2.328125,3.375,1.453125,Lying down right Laughing
0.65771484,-0.3538208,0.6364136,-1.796875,2.046875,-0.6875,Lying down right Laughing
0.71606445,-0.4290161,0.6222534,-2.5625,2.3125,-0.671875,Lying down right Laughing
0.7011719,-0.3731079,0.5770874,2.015625,0.53125,-2.578125,Lying down right Laughing
0.7141113,-0.35577393,0.59490967,6.515625,-0.25,0.75,Lying down right Laughing
0.74194336,-0.40338135,0.66326904,0.15625,-1.203125,0.96875,Lying down right Laughing
0.6557617,-0.36187744,0.65301514,2.921875,-1.71875,0.9375,Lying down right Laughing
0.68896484,-0.43804932,0.6498413,-1.15625,-0.828125,3.703125,Lying down right Laughing
0.63916016,-0.394104,0.5914917,1.34375,2.1875,1.9375,Lying down right Laughing
0.68408203,-0.42095947,0.6220093,-2.546875,-2.453125,-0.5625,Lying down right Laughing
0.75805664,-0.42486572,0.6425171,-15.03125,-1.390625,-0.796875,Lying down right Laughing
0.7109375,-0.39898682,0.6713257,-16.171875,2.828125,-3.28125,Lying down right Laughing
0.72753906,-0.32110596,0.6725464,-7.9375,-9.3125,-8.140625,Lying down right Laughing
0.6821289,-0.3977661,0.63568115,-3.875,-9.765625,-8.90625,Lying down right Laughing
0.63378906,-0.3435669,0.64227295,-10.09375,-2.15625,-7.21875,Lying down right Laughing
0.6105957,-0.3357544,0.6466675,-11.609375,-3.296875,-4.09375,Lying down right Laughing
0.62597656,-0.33502197,0.6852417,-3.09375,-5.53125,-3.421875,Lying down right Laughing
0.6574707,-0.33380127,0.6967163,5.84375,-1.1875,-1.671875,Lying down right Laughing
0.6591797,-0.347229,0.7079468,7.8125,1.59375,1.109375,Lying down right Laughing
0.62719727,-0.3340454,0.68743896,8.953125,1.109375,2.84375,Lying down right Laughing
0.58496094,-0.39630127,0.6664429,9.125,-3.984375,2.34375,Lying down right Laughing
0.6113281,-0.44488525,0.6581421,3.984375,-10.6875,-0.703125,Lying down right Laughing
0.6730957,-0.40045166,0.7086792,9.84375,-2.640625,1.578125,Lying down right Laughing
0.7114258,-0.45318604,0.6022339,6.703125,9.796875,9.171875,Lying down right Laughing
0.63964844,-0.38726807,0.66986084,2.15625,9.25,7.328125,Lying down right Laughing
0.6188965,-0.3164673,0.71551514,0.78125,-0.828125,0.203125,Lying down right Laughing
0.6586914,-0.43096924,0.67401123,-12.375,4.453125,1.75,Lying down right Laughing
0.65625,-0.4151001,0.715271,-17.46875,13.40625,1.671875,Lying down right Laughing
0.6098633,-0.37823486,0.54486084,-3.203125,2.75,-1.140625,Lying down right Laughing
0.73657227,-0.4126587,0.55218506,1.5625,4.765625,-3.890625,Lying down right Laughing
0.7685547,-0.36895752,0.69403076,5.453125,6.28125,-1.09375,Lying down right Laughing
0.704834,-0.2576294,0.7025757,7.0625,-2.359375,2.9375,Lying down right Laughing
0.70043945,-0.33770752,0.60369873,-1.984375,-1.578125,4.890625,Lying down right Laughing
0.69311523,-0.39556885,0.6022339,4.640625,4.171875,4.46875,Lying down right Laughing
0.7336426,-0.48101807,0.6539917,3.828125,-2.484375,1.296875,Lying down right Laughing
0.6652832,-0.41412354,0.64715576,4.3125,-4.765625,-1.703125,Lying down right Laughing
0.6640625,-0.31036377,0.5783081,11.15625,-3.5,0.703125,Lying down right Laughing
0.70410156,-0.3484497,0.651062,-2.1875,-1.3125,1.671875,Lying down right Laughing
0.72265625,-0.32403564,0.61395264,-2.453125,8.109375,6.078125,Lying down right Laughing
0.74487305,-0.43878174,0.67840576,-0.34375,1.515625,4.546875,Lying down right Laughing
0.6586914,-0.39556885,0.63153076,8.09375,1.28125,2.421875,Lying down right Laughing
0.7167969,-0.45806885,0.63201904,2.53125,-3.953125,0.59375,Lying down right Laughing
0.6381836,-0.31988525,0.56292725,1.140625,5.640625,1.484375,Lying down right Laughing
0.69091797,-0.34381104,0.58026123,0.859375,-3.515625,0.578125,Lying down right Laughing
0.6977539,-0.39239502,0.62298584,-4.84375,-5.328125,-3.921875,Lying down right Laughing
0.71972656,-0.45513916,0.6390991,-11.015625,-5.5,-3.03125,Lying down right Laughing
0.69628906,-0.4277954,0.6420288,-10.4375,-9.296875,-5.96875,Lying down right Laughing
0.73046875,-0.3743286,0.63397217,-7.015625,-8.796875,-7.5625,Lying down right Laughing
0.74243164,-0.3352661,0.67645264,-6.109375,-1.859375,-3.171875,Lying down right Laughing
0.69628906,-0.31427002,0.7045288,-7.390625,-5.375,-4.03125,Lying down right Laughing
0.62597656,-0.32159424,0.6737671,-6.28125,-5.203125,-6.375,Lying down right Laughing
0.6035156,-0.36187744,0.68011475,-9.546875,-2.78125,-4.875,Lying down right Laughing
0.6374512,-0.38897705,0.7069702,-9.703125,-3.46875,-2.359375,Lying down right Laughing
0.65722656,-0.40679932,0.6959839,-6.84375,-0.28125,-0.453125,Lying down right Laughing
0.6003418,-0.33843994,0.6769409,-2.296875,-1.421875,-1.171875,Lying down right Laughing
0.6328125,-0.27593994,0.6876831,8.09375,-5.609375,-2.875,Lying down right Laughing
0.6533203,-0.31573486,0.7182007,15.484375,3.484375,0.234375,Lying down right Laughing
0.62597656,-0.37261963,0.6820679,10.1875,1.578125,3.71875,Lying down right Laughing
0.6113281,-0.43707275,0.62835693,3.234375,-8.046875,2.265625,Lying down right Laughing
0.66430664,-0.43389893,0.67645264,9.375,-0.65625,0.84375,Lying down right Laughing
0.6994629,-0.4241333,0.6141968,16.78125,8.703125,6.1875,Lying down right Laughing
0.6711426,-0.40338135,0.68304443,4.90625,7.34375,8.5625,Lying down right Laughing
0.6425781,-0.32769775,0.67474365,-3.890625,-1.328125,1.890625,Lying down right Laughing
0.63793945,-0.33062744,0.69525146,-7.234375,3.390625,-1.5,Lying down right Laughing
0.6352539,-0.42193604,0.6725464,-7.359375,1.578125,-0.8125,Lying down right Laughing
0.68408203,-0.45635986,0.62005615,-3.3125,-0.609375,-3.453125,Lying down right Laughing
0.6706543,-0.347229,0.60443115,4.8125,1.015625,-3.09375,Lying down right Laughing
0.69628906,-0.33746338,0.69647217,6.1875,-0.21875,0.84375,Lying down right Laughing
0.65527344,-0.31304932,0.6781616,10.25,0.390625,3.875,Lying down right Laughing
0.68237305,-0.4024048,0.63812256,-2.125,-0.8125,6.25,Lying down right Laughing
0.6669922,-0.48614502,0.64764404,-1.984375,6.25,7.359375,Lying down right Laughing
0.6665039,-0.4541626,0.6364136,6.09375,2.203125,3.078125,Lying down right Laughing
0.65722656,-0.39483643,0.65301514,2.375,-4.28125,-3.609375,Lying down right Laughing
0.65283203,-0.28204346,0.6029663,5.21875,2.5625,-0.0625,Lying down right Laughing
0.7241211,-0.34991455,0.6347046,-3.71875,-1.984375,1.625,Lying down right Laughing
0.6870117,-0.35723877,0.6491089,-1.78125,4.921875,3.140625,Lying down right Laughing
0.70214844,-0.44171143,0.63446045,1.84375,1.203125,1.71875,Lying down right Laughing
0.7050781,-0.44708252,0.66864014,1.515625,-0.28125,-1.546875,Lying down right Laughing
0.69555664,-0.37213135,0.6054077,4.578125,-1.421875,-0.171875,Lying down right Laughing
0.70751953,-0.38531494,0.6412964,-4.40625,-1.375,2.78125,Lying down right Laughing
0.64501953,-0.34039307,0.58758545,0.15625,0.984375,6.78125,Lying down right Laughing
0.65771484,-0.37091064,0.6786499,0.25,0.75,6.671875,Lying down right Laughing
0.69091797,-0.38531494,0.6244507,0.859375,-3.0625,1.984375,Lying down right Laughing
0.7541504,-0.38043213,0.6300659,4.15625,-4.296875,-0.765625,Lying down right Laughing
0.72558594,-0.40167236,0.6415405,-2.9375,5.84375,-1.265625,Lying down right Laughing
0.6555176,-0.36114502,0.6195679,-1.75,2.359375,1.078125,Lying down right Laughing
0.7038574,-0.3201294,0.6234741,2.640625,-3.28125,-0.53125,Lying down right Laughing
0.7104492,-0.33917236,0.6112671,8.3125,-2.46875,-0.734375,Lying down right Laughing
0.7128906,-0.4368286,0.6195679,-1.484375,-1.078125,4.5,Lying down right Laughing
0.68774414,-0.3904419,0.5993042,4.28125,0.078125,3.078125,Lying down right Laughing
0.7258301,-0.40386963,0.61590576,8.9375,-1.609375,0.390625,Lying down right Laughing
0.7060547,-0.4138794,0.6635132,-1.6875,4.1875,0.328125,Lying down right Laughing
0.6660156,-0.34088135,0.5668335,4.15625,-7.140625,-4.390625,Lying down right Laughing
0.7067871,-0.38458252,0.61102295,-9.15625,1.609375,0.65625,Lying down right Laughing
0.7141113,-0.4212036,0.664978,-9.484375,-2.609375,3.34375,Lying down right Laughing
0.6496582,-0.37530518,0.6520386,-0.921875,-9.234375,-4.390625,Lying down right Laughing
0.68115234,-0.33551025,0.6430054,5.21875,-10.6875,-10.0625,Lying down right Laughing
0.67944336,-0.4175415,0.6305542,-4.0625,-7.296875,-5.4375,Lying down right Laughing
0.6699219,-0.4060669,0.6432495,-11.953125,-0.171875,-0.984375,Lying down right Laughing
0.6533203,-0.37701416,0.70355225,-7.953125,-0.921875,-3.109375,Lying down right Laughing
0.6479492,-0.4048462,0.66619873,-15.203125,-2.640625,-4.703125,Lying down right Laughing
0.6574707,-0.3665161,0.65960693,-15.640625,0.171875,-4.703125,Lying down right Laughing
0.6672363,-0.3352661,0.67059326,-4.546875,0.203125,-4.359375,Lying down right Laughing
0.66674805,-0.32696533,0.69647217,-0.953125,-0.90625,-3.96875,Lying down right Laughing
0.64819336,-0.33673096,0.6835327,-1.03125,-2.828125,-2.984375,Lying down right Laughing
0.62353516,-0.35308838,0.6906128,6.125,-2.3125,-0.859375,Lying down right Laughing
-0.05517578,-0.9697876,-0.022277832,-2.921875,1.0,1.359375,Standing Coughing
-0.032470703,-0.9356079,-0.038635254,6.15625,-2.859375,0.640625,Standing Coughing
-0.04296875,-1.1204224,0.027038574,5.65625,9.125,0.859375,Standing Coughing
-0.040771484,-0.97442627,-0.031066895,-6.65625,0.09375,1.046875,Standing Coughing
-0.14868164,-0.8882446,-0.030090332,-2.734375,0.234375,-1.640625,Standing Coughing
-0.17114258,-0.9649048,-0.0020141602,-5.75,6.96875,-8.5625,Standing Coughing
-0.1394043,-0.99420166,-0.021057129,-5.109375,7.015625,-13.8125,Standing Coughing
-0.023925781,-0.97003174,0.018005371,-3.03125,5.734375,-15.8125,Standing Coughing
-0.067871094,-0.975647,0.0026245117,-1.546875,3.03125,-9.125,Standing Coughing
-0.15185547,-0.9963989,-0.01763916,-1.671875,4.78125,-5.0,Standing Coughing
-0.19677734,-0.9522095,0.011413574,1.015625,2.0,-4.0625,Standing Coughing
-0.17285156,-0.954895,0.01361084,4.3125,0.484375,-6.578125,Standing Coughing
-0.12402344,-1.0632935,-0.008361816,6.609375,1.265625,-5.546875,Standing Coughing
-0.08178711,-0.9553833,-0.027404785,1.125,5.359375,-2.5,Standing Coughing
-0.1171875,-0.9644165,-0.054016113,2.34375,4.71875,-3.140625,Standing Coughing
-0.18359375,-1.078186,-0.105285645,-2.78125,6.734375,0.015625,Standing Coughing
-0.109375,-0.8779907,-0.0049438477,4.546875,8.3125,-5.59375,Standing Coughing
-0.1809082,-0.9714966,-0.012512207,7.5625,-4.265625,-4.71875,Standing Coughing
-0.2709961,-1.0252075,0.007751465,5.078125,1.765625,6.453125,Standing Coughing
-0.2199707,-0.9336548,-0.022277832,-0.890625,2.3125,1.40625,Standing Coughing
-0.12036133,-0.9404907,-0.10406494,7.5625,-3.84375,-8.65625,Standing Coughing
-0.12597656,-0.93536377,0.030944824,8.90625,-0.53125,-2.234375,Standing Coughing
-0.22167969,-1.0303345,-0.09161377,2.71875,-4.828125,9.171875,Standing Coughing
-0.16040039,-1.0462036,-0.11968994,1.90625,3.078125,3.390625,Standing Coughing
-0.18652344,-1.0430298,-0.043762207,11.765625,8.65625,-3.484375,Standing Coughing
-0.24902344,-0.98638916,-0.045715332,6.625,8.65625,-1.03125,Standing Coughing
-0.26586914,-0.90948486,-0.08282471,1.09375,7.546875,-0.453125,Standing Coughing
-0.20996094,-0.9002075,-0.08673096,-2.953125,2.109375,-5.953125,Standing Coughing
-0.15722656,-0.9885864,-0.06964111,-2.828125,-2.15625,-8.421875,Standing Coughing
-0.15673828,-1.0239868,-0.07354736,-7.640625,-1.75,-7.03125,Standing Coughing
-0.19067383,-0.9680786,-0.07696533,-3.171875,-3.5625,-3.8125,Standing Coughing
-0.1940918,-0.9180298,-0.08087158,-5.40625,-3.90625,-2.328125,Standing Coughing
-0.2290039,-0.84576416,-0.09527588,-0.703125,-1.609375,-1.078125,Standing Coughing
-0.29223633,-0.84503174,-0.11895752,9.140625,0.96875,1.96875,Standing Coughing
-0.23510742,-0.9795532,-0.0134887695,15.609375,8.546875,11.859375,Standing Coughing
-0.22973633,-1.1257935,-0.0569458,4.53125,-2.140625,4.546875,Standing Coughing
-0.15795898,-0.9631958,-0.10211182,0.75,7.296875,1.15625,Standing Coughing
-0.22924805,-0.8892212,-0.17193604,-0.46875,-0.578125,-0.453125,Standing Coughing
-0.16601562,-0.913147,-0.12628174,-0.6875,1.421875,1.21875,Standing Coughing
-0.17285156,-1.0198364,-0.10479736,-1.359375,0.21875,3.40625,Standing Coughing
-0.1928711,-1.0540161,-0.06744385,-1.171875,5.703125,7.46875,Standing Coughing
-0.19482422,-0.9768677,-0.074523926,-3.484375,-1.78125,2.21875,Standing Coughing
-0.25830078,-0.97784424,-0.14727783,3.390625,0.8125,1.25,Standing Coughing
-0.17138672,-0.84747314,0.027038574,-3.25,12.140625,0.59375,Standing Coughing
-0.25073242,-1.0474243,-0.1182251,2.28125,-2.578125,-2.828125,Standing Coughing
-0.18066406,-0.9446411,-0.06109619,-3.125,2.828125,-7.15625,Standing Coughing
-0.1694336,-0.94073486,-0.15020752,-8.015625,-3.953125,-8.75,Standing Coughing
-0.23608398,-0.9783325,-0.10333252,-5.765625,3.640625,-5.296875,Standing Coughing
-0.17504883,-0.9963989,-0.07110596,-4.015625,-3.875,-2.53125,Standing Coughing
-0.16894531,-1.0435181,-0.018371582,-9.84375,-9.75,0.265625,Standing Coughing
-0.2355957,-0.92755127,-0.055236816,2.390625,-11.03125,-1.84375,Standing Coughing
-0.2915039,-1.0003052,-0.016418457,0.75,-2.265625,1.34375,Standing Coughing
-0.2783203,-0.85821533,-0.10479736,1.1875,3.296875,-0.640625,Standing Coughing
-0.1538086,-0.93756104,-0.085998535,4.078125,0.1875,0.90625,Standing Coughing
-0.16381836,-1.019104,-0.16168213,4.078125,2.359375,1.6875,Standing Coughing
-0.16674805,-1.0447388,0.010681152,-1.171875,4.171875,-4.375,Standing Coughing
-0.2685547,-0.86187744,-0.108947754,18.609375,-2.28125,-4.703125,Standing Coughing
-0.3527832,-1.0820923,-0.044006348,3.59375,4.09375,4.359375,Standing Coughing
-0.34570312,-0.95269775,-0.030822754,-12.84375,1.703125,4.84375,Standing Coughing
-0.24707031,-0.9151001,-0.02935791,2.21875,5.65625,0.625,Standing Coughing
-0.115722656,-0.86431885,-0.018127441,0.875,-2.421875,-8.84375,Standing Coughing
-0.22338867,-0.9993286,-0.10211182,2.875,3.203125,0.375,Standing Coughing
-0.26049805,-1.0244751,-0.101379395,-11.03125,-0.296875,7.765625,Standing Coughing
-0.25854492,-0.98687744,-0.07550049,-1.984375,0.140625,-0.125,Standing Coughing
-0.21313477,-0.9385376,-0.0635376,1.0625,1.53125,-2.984375,Standing Coughing
-0.22167969,-0.9336548,-0.07281494,0.203125,3.75,-0.984375,Standing Coughing
-0.24951172,-1.019104,-0.04449463,-13.953125,4.328125,-0.40625,Standing Coughing
-0.21240234,-0.84942627,-0.023742676,7.671875,-1.34375,-2.21875,Standing Coughing
-0.24584961,-1.0422974,-0.04937744,1.84375,-4.1875,2.5625,Standing Coughing
-0.26464844,-1.1004028,0.0004272461,-8.984375,-0.859375,0.40625,Standing Coughing
-0.23950195,-0.913147,-0.07598877,-8.9375,-6.171875,-4.015625,Standing Coughing
-0.2163086,-0.80255127,-0.02154541,1.0625,-11.28125,-6.78125,Standing Coughing
-0.2553711,-0.9612427,-0.030334473,2.875,-3.859375,3.75,Standing Coughing
-0.2836914,-1.0151978,-0.09063721,-8.484375,-7.0,6.640625,Standing Coughing
-0.24804688,-1.0410767,0.015319824,-4.0,-2.734375,-0.78125,Standing Coughing
-0.25708008,-0.91485596,0.008972168,1.625,2.390625,0.796875,Standing Coughing
-0.3244629,-0.9212036,-0.043762207,-6.25,5.1875,2.3125,Standing Coughing
-0.28979492,-0.9793091,-0.0178833,-6.9375,4.09375,0.21875,Standing Coughing
-0.17553711,-0.99053955,0.046325684,-6.234375,-0.625,-5.1875,Standing Coughing
-0.14355469,-1.0137329,0.04119873,0.46875,-0.4375,-6.28125,Standing Coughing
-0.23022461,-1.02594,-0.0134887695,-1.640625,-0.578125,-1.46875,Standing Coughing
-0.26879883,-0.9487915,-0.010559082,-1.296875,-2.328125,0.84375,Standing Coughing
-0.2939453,-0.9360962,-0.018371582,-4.34375,-6.265625,-0.84375,Standing Coughing
-0.25805664,-0.9458618,-0.0178833,-2.5,-5.546875,-3.28125,Standing Coughing
-0.26293945,-0.9668579,0.010681152,-1.59375,-1.484375,-3.234375,Standing Coughing
-0.22631836,-0.99468994,0.034606934,1.65625,-4.34375,-3.875,Standing Coughing
-0.2368164,-0.98223877,-6.1035156e-05,0.75,0.390625,1.921875,Standing Coughing
-0.2915039,-0.9534302,0.014099121,4.46875,0.78125,4.484375,Standing Coughing
-0.32348633,-0.93463135,-0.0068969727,0.84375,-1.71875,2.328125,Standing Coughing
-0.2836914,-0.8809204,-0.081848145,6.15625,-2.859375,-1.125,Standing Coughing
-0.24707031,-0.75128174,-0.049865723,19.046875,13.3125,4.4375,Standing Coughing
-0.1496582,-0.89263916,0.015075684,24.875,6.59375,13.140625,Standing Coughing
-0.29418945,-1.2136841,-0.058410645,4.890625,-9.125,4.4375,Standing Coughing
-0.2163086,-1.0276489,-0.08282471,2.09375,6.40625,2.046875,Standing Coughing
-0.20825195,-0.9182739,-0.0725708,4.34375,3.5,4.296875,Standing Coughing
-0.22485352,-0.94122314,-0.10211182,0.640625,3.5625,6.046875,Standing Coughing
-0.22509766,-0.96343994,-0.08087158,0.71875,1.46875,0.78125,Standing Coughing
-0.23095703,-0.98272705,-0.054016113,-1.75,2.515625,-1.0,Standing Coughing
-0.15063477,-0.9924927,-0.081604004,-2.171875,-3.203125,-2.34375,Standing Coughing
-0.22509766,-0.9607544,-0.046691895,0.0625,1.859375,2.734375,Standing Coughing
-0.16796875,-1.0049438,-0.1585083,1.71875,1.078125,6.8125,Standing Coughing
-0.10498047,-0.8792114,0.012390137,-7.03125,-0.609375,-7.96875,Standing Coughing
-0.2783203,-0.9324341,-0.12896729,5.921875,-7.453125,-5.703125,Standing Coughing
-0.26953125,-0.9702759,-0.06549072,-4.328125,-5.296875,2.796875,Standing Coughing
-0.23828125,-1.1016235,-0.028625488,-10.84375,1.703125,-0.0625,Standing Coughing
-0.2368164,-0.94659424,-0.04058838,-5.796875,-0.796875,-7.59375,Standing Coughing
-0.17797852,-0.8467407,-0.020324707,4.03125,-7.5625,-5.109375,Standing Coughing
-0.23535156,-0.89849854,-0.09112549,-0.046875,-5.828125,0.078125,Standing Coughing
-0.37548828,-1.1384888,-0.070129395,3.21875,0.46875,7.0,Standing Coughing
-0.20922852,-0.99102783,-0.022766113,-3.734375,5.21875,1.015625,Standing Coughing
